CategoryA,CategoryB,CategoryBDescription,CategoryC,CategoryCDescription,CategoryD,CategoryDDescription
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,1,ΚΟΛΑ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,2,ΓΚΑΖΟΖΑ & LIME
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,3,ΔΙΑΦΟΡΑ ΑΝΑΨΥΚΤΙΚΑ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,4,ΠΑΙΔΙΚΑ ΑΝΑΨΥΚΤΙΚΑ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,5,ΡΟΦΗΜΑΤΑ ΦΡΟΥΤΩΝ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,6,ΦΥΣΙΚΟΙ ΧΥΜΟΙ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,7,ΝΕΚΤΑΡ&ΒΑΣΗ ΣΥΜΠΥΚΝΩΜΕΝΟΙ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,8,ΣΙΡΟΠΙΑ&ΣΥΜΠΥΚΝΩΜΕΝΟΙ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,9,ΧΥΜΟΙ ΔΙΑΙΤ/ΚΟΙ-ΛΑΧΑΝΙΚΩΝ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,10,ΤΟΝΩΤΙΚΑ ΑΝΑΨΥΚΤΙΚΑ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,11,ΤΣΑΙ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,12,ΚΑΦΕ
10,11,ΠΟΤΑ,261,ΑΝΑΨΥΚΤΙΚΑ,13,ΚΕΝΑ
10,11,ΠΟΤΑ,262,"ΜΠΥΡΑ,ΜΗΛΙΤΗΣ",1,ΜΠΥΡΑ
10,11,ΠΟΤΑ,262,"ΜΠΥΡΑ,ΜΗΛΙΤΗΣ",2,ΜΗΛΙΤΕΣ
10,11,ΠΟΤΑ,262,"ΜΠΥΡΑ,ΜΗΛΙΤΗΣ",3,ΜΠΥΡΑ ΑΞΕΣΟΥΑΡ
10,11,ΠΟΤΑ,262,"ΜΠΥΡΑ,ΜΗΛΙΤΗΣ",4,ΚΕΝΑ
10,11,ΠΟΤΑ,263,ΜΕΤΑΛΛΙΚΑ ΝΕΡΑ,1,ΝΕΡΑ
10,11,ΠΟΤΑ,263,ΜΕΤΑΛΛΙΚΑ ΝΕΡΑ,2,ΑΕΡΙΟΥΧΑ ΝΕΡΑ
10,11,ΠΟΤΑ,263,ΜΕΤΑΛΛΙΚΑ ΝΕΡΑ,3,ΣΟΔΕΣ / TONIC
10,11,ΠΟΤΑ,263,ΜΕΤΑΛΛΙΚΑ ΝΕΡΑ,4,ΚΕΝΑ
10,11,ΠΟΤΑ,264,ΡΕΤΣΙΝΑ-ΧΑΡΤΙΝΟ-ΠΛΑΣΤΙΚΟ,1,ΡΕΤΣΙΝΑ
10,11,ΠΟΤΑ,264,ΡΕΤΣΙΝΑ-ΧΑΡΤΙΝΟ-ΠΛΑΣΤΙΚΟ,2,ΧΑΡΤΙΝΗ ΣΥΣΚΕΥΑΣΙΑ
10,11,ΠΟΤΑ,264,ΡΕΤΣΙΝΑ-ΧΑΡΤΙΝΟ-ΠΛΑΣΤΙΚΟ,3,ΠΛΑΣΤΙΚΟ
10,11,ΠΟΤΑ,265,ΚΡΑΣΙΑ ΕΙΣΑΓΩΓΗΣ,1,ΕΥΡΩΠΗΣ
10,11,ΠΟΤΑ,265,ΚΡΑΣΙΑ ΕΙΣΑΓΩΓΗΣ,2,ΑΜΕΡΙΚΗΣ
10,11,ΠΟΤΑ,265,ΚΡΑΣΙΑ ΕΙΣΑΓΩΓΗΣ,3,ΑΦΡΙΚΗΣ
10,11,ΠΟΤΑ,265,ΚΡΑΣΙΑ ΕΙΣΑΓΩΓΗΣ,4,ΑΣΙΑΣ
10,11,ΠΟΤΑ,265,ΚΡΑΣΙΑ ΕΙΣΑΓΩΓΗΣ,5,ΩΚΕΑΝΙΑΣ
10,11,ΠΟΤΑ,266,ΚΡΑΣΙΑ,1,ΛΕΥΚΟ
10,11,ΠΟΤΑ,266,ΚΡΑΣΙΑ,2,ΡΟΖΕ
10,11,ΠΟΤΑ,266,ΚΡΑΣΙΑ,3,ΚΟΚΚΙΝΟ
10,11,ΠΟΤΑ,266,ΚΡΑΣΙΑ,4,ΕΠΙΔΟΡΠΙΟΙ ΟΙΝΟΙ
10,11,ΠΟΤΑ,266,ΚΡΑΣΙΑ,5,ΒΙΟΛΟΓΙΚΟ
10,11,ΠΟΤΑ,266,ΚΡΑΣΙΑ,6,ΠΟΛΥΣΥΣΚΕΥΑΣΙΑ
10,11,ΠΟΤΑ,267,ΣΑΜΠΑΝΙΑ - ΑΦΡΩΔΕΙΣ ΟΙΝΟΙ,1,ΣΑΜΠΑΝΙΕΣ
10,11,ΠΟΤΑ,267,ΣΑΜΠΑΝΙΑ - ΑΦΡΩΔΕΙΣ ΟΙΝΟΙ,2,ΑΦΡΩΔΕΙΣ ΟΙΝΟΙ
10,11,ΠΟΤΑ,268,ΑΠΕΡΙΤΙΦ,1,ΟΥΖΟ
10,11,ΠΟΤΑ,268,ΑΠΕΡΙΤΙΦ,2,ΤΣΙΠΟΥΡΟ-ΤΣΙΚΟΥΔΙΑ
10,11,ΠΟΤΑ,268,ΑΠΕΡΙΤΙΦ,3,ΑΠΟΣΤΑΓΜΑΤΑ
10,11,ΠΟΤΑ,268,ΑΠΕΡΙΤΙΦ,4,ΒΕΡΜΟΥΤ
10,11,ΠΟΤΑ,268,ΑΠΕΡΙΤΙΦ,5,PORTO
10,11,ΠΟΤΑ,268,ΑΠΕΡΙΤΙΦ,6,ΑΠΕΡΙΤΙΦ BITTER ΧΩΝΕΥΤΙΚΑ
10,11,ΠΟΤΑ,268,ΑΠΕΡΙΤΙΦ,7,ΚΟΚΤΕΙΛ
10,11,ΠΟΤΑ,269,ΑΛΚΟΟΛΟΥΧΑ ΠΟΤΑ,1,COGNAC-BRANDY
10,11,ΠΟΤΑ,269,ΑΛΚΟΟΛΟΥΧΑ ΠΟΤΑ,2,ΛΙΚΕΡ
10,11,ΠΟΤΑ,269,ΑΛΚΟΟΛΟΥΧΑ ΠΟΤΑ,3,ΡΟΥΜΙ
10,11,ΠΟΤΑ,269,ΑΛΚΟΟΛΟΥΧΑ ΠΟΤΑ,4,CACHACA
10,11,ΠΟΤΑ,270,ΑΛΚΟΟΛΟΥΧΑ ΣΙΤΗΡΩΝ,1,GIN
10,11,ΠΟΤΑ,270,ΑΛΚΟΟΛΟΥΧΑ ΣΙΤΗΡΩΝ,2,VODKA
10,11,ΠΟΤΑ,270,ΑΛΚΟΟΛΟΥΧΑ ΣΙΤΗΡΩΝ,3,TEQUILA
10,11,ΠΟΤΑ,270,ΑΛΚΟΟΛΟΥΧΑ ΣΙΤΗΡΩΝ,4,WHISKY
10,11,ΠΟΤΑ,270,ΑΛΚΟΟΛΟΥΧΑ ΣΙΤΗΡΩΝ,5,RTDS
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,281,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,1,ΑΠΟΡΡΥΠΑΝΤΙΚΑ ΡΟΥΧΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,281,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,2,ΣΑΠΟΥΝΙΑ ΝΟΙΚΟΚΥΡΙΟΥ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,281,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,3,ΜΑΛΑΚΤΙΚΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,281,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,4,ΠΕΡΙΠΟΙΗΣΗ ΡΟΥΧΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,281,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,5,ΣΥΝΤΗΡΗΣΗ ΠΛΥΝΤΗΡΙΟΥ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,1,ΑΠΟΡΡΥΠΑΝΤΙΚΟ ΠΙΑΤΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,2,ΑΠΟΡΡΥΠΑΝΤ ΠΛΥΝΤΗΡ ΠΙΑΤΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,3,ΚΑΘΑΡΙΣΤΙΚΑ ΝΟΙΚΟΚΥΡΙΟΥ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,4,ΧΛΩΡΙΝΕΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,5,ΚΑΘΑΡΙΣΤΙΚΑ ΠΑΤΩΜΑΤΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,6,ΚΑΘΑΡΙΣΤΙΚΑ ΧΑΛΙΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,7,ΚΑΘΑΡΙΣΤ/ΑΠΟΛΥΜΑΝΤΙΚΑ W.C
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,8,ΚΑΘΑΡΙΣΤΙΚΑ ΤΖΑΜΙΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,9,ΚΑΘΑΡΙΣΤΙΚΑ ΕΠΙΠΛΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,10,ΚΑΘΑΡ/ΤΙΚΑ ΦΟΥΡΝ - ΕΣΤΙΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,11,ΚΑΘΑΡΙΣΤΙΚΑ ΜΕΤΑΛΛΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,12,ΚΑΘΑΡΙΣΤ ΗΛΕΚΤ ΣΥΣΚ/ΑΛΑΤΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,282,ΚΑΘΑΡΙΣΤΙΚΑ,13,ΠΡΟΙΟΝΤΑ ΒΟΘΡΩΝ/ΑΠΟΦΡΑΞΗ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,283,ΑΠΟΛΥΜΑΝΤ/ΑΠΟΣΜΗΤΙΚ ΧΩΡΟΥ,1,ΑΠΟΣΜΗΤΙΚΑ ΧΩΡΟΥ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,283,ΑΠΟΛΥΜΑΝΤ/ΑΠΟΣΜΗΤΙΚ ΧΩΡΟΥ,2,ΕΝΤΟΜΟΚΤΟΝΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,283,ΑΠΟΛΥΜΑΝΤ/ΑΠΟΣΜΗΤΙΚ ΧΩΡΟΥ,3,ΒΕΡΝΙΚΙΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,283,ΑΠΟΛΥΜΑΝΤ/ΑΠΟΣΜΗΤΙΚ ΧΩΡΟΥ,4,ΕΙΔΗ ΣΥΣΚΕΥΑΣΙΑΣ ΝΟΙΚΟΚΥΡ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,283,ΑΠΟΛΥΜΑΝΤ/ΑΠΟΣΜΗΤΙΚ ΧΩΡΟΥ,5,ΣΦΟΥΓΓΑΡ-ΠΕΤΣΕΤΕΣ-ΣΥΡΜΑΤΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,283,ΑΠΟΛΥΜΑΝΤ/ΑΠΟΣΜΗΤΙΚ ΧΩΡΟΥ,6,ΠΡΟΙΟΝΤΑ ΑΝΑΜΜΑΤΟΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,284,ΧΑΡΤΙΚΑ,1,ΧΑΡΤΙΑ ΤΟΥΑΛΕΤΑΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,284,ΧΑΡΤΙΚΑ,2,ΧΑΡΤΙΑ ΚΟΥΖΙΝΑΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,284,ΧΑΡΤΙΚΑ,3,ΧΑΡΤΟΜΑΝΔΗΛΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,284,ΧΑΡΤΙΚΑ,4,ΒΑΜΒΑΚΙ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,284,ΧΑΡΤΙΚΑ,5,ΓΥΝΑΙΚΕΙΑ ΥΓΙΕΙΝΗ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,284,ΧΑΡΤΙΚΑ,6,ΠΡΟΙΟΝΤΑ ΑΚΡΑΤΕΙΑΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,284,ΧΑΡΤΙΚΑ,7,ΒΡΕΦΙΚΕΣ ΠΑΝΕΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,284,ΧΑΡΤΙΚΑ,8,ΜΩΡΟΜΑΝΤΗΛΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,1,ΑΦΡΟΛΟΥΤΡΑ-ΝΤΟΥΣ-ΣΦΟΥΓΓΑΡ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,2,ΣΑΠΟΥΝΙΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,3,ΑΠΟΣΜΗΤΙΚΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,4,ΟΔΟΝΤΟΚΡΕΜΕΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,5,ΟΔΟΝΤΟΒΟΥΡΤΣΕΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,6,ΔΙΑΦ ΠΡΟΙΟΝ ΣΤΟΜΑΤ ΥΓΙΕΙΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,7,ΞΥΡΙΣΤΙΚΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,8,ΒΡΕΦΙΚΗ/ΠΑΙΔΙΚΗ ΥΓΙΕΙΝΗ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,9,ΑΝΤΙΗΛΙΑΚΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,285,ΕΙΔΗ ΥΓΙΕΙΝΗΣ - ΚΑΛΛΥΝΤΙΚ,10,ΠΡΟΙΟΝΤΑ ΓΙΑ ΑΠΟΤΡΙΧΩΣΗ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,286,ΠΡΟΙΟΝΤΑ ΟΜΟΡΦΙΑΣ,1,ΠΕΡΙΠΟΙΗΣΗ ΠΡΟΣΩΠΟΥ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,286,ΠΡΟΙΟΝΤΑ ΟΜΟΡΦΙΑΣ,2,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,286,ΠΡΟΙΟΝΤΑ ΟΜΟΡΦΙΑΣ,3,ΠΕΡΙΠΟΙΗΣΗ ΠΟΔΙΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,286,ΠΡΟΙΟΝΤΑ ΟΜΟΡΦΙΑΣ,4,ΜΑΚΙΓΙΑΖ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,286,ΠΡΟΙΟΝΤΑ ΟΜΟΡΦΙΑΣ,5,ΓΥΝΑΙΚΕΙΑ ΑΡΩΜΑΤΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,286,ΠΡΟΙΟΝΤΑ ΟΜΟΡΦΙΑΣ,6,ΑΝΔΡΙΚΑ ΑΡΩΜΑΤΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,286,ΠΡΟΙΟΝΤΑ ΟΜΟΡΦΙΑΣ,7,ΑΞΕΣΟΥΑΡ ΟΜΟΡΦΙΑΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,287,ΠΡΟΙΟΝΤΑ ΜΑΛΛΙΩΝ,1,ΦΟΡΜΑΡΙΣΜΑ/ΦΙΞΑΡΙΣΜΑ ΜΑΛΛ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,287,ΠΡΟΙΟΝΤΑ ΜΑΛΛΙΩΝ,2,ΣΑΜΠΟΥΑΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,287,ΠΡΟΙΟΝΤΑ ΜΑΛΛΙΩΝ,3,ΠΕΡΙΠΟΙΗΣΗ ΜΑΛΛΙΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,287,ΠΡΟΙΟΝΤΑ ΜΑΛΛΙΩΝ,4,ΧΡΩΣΤΙΚΑ ΜΑΛΛΙΩΝ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,288,ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΑ,1,ΕΠΙΔΕΣΜΟΙ/ΤΑΙΝΙΕΣ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,288,ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΑ,2,ΥΓΙΕΙΝΗ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,288,ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΑ,3,ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΑ
10,12,ΑΠΟΡΡΥΠΑΝΤΙΚΑ,289,ΥΛΙΚΑ ΣΥΣΚΕΥΑΣΙΑΣ,1,ΥΛΙΚΑ ΣΥΣΚΕΥΑΣΙΑΣ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,201,ΑΡΤΟΣΚΕΥΑΣΜΑΤΑ,1,ΦΡΥΓΑΝΙΕΣ - ΠΑΡΑΓΩΓΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,201,ΑΡΤΟΣΚΕΥΑΣΜΑΤΑ,2,ΠΑΞΙΜΑΔΙΑ ΣΟΥΗΔΙΚΟΥ ΤΥΠΟΥ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,201,ΑΡΤΟΣΚΕΥΑΣΜΑΤΑ,3,ΣΠΕΣΙΑΛΙΤΕ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,201,ΑΡΤΟΣΚΕΥΑΣΜΑΤΑ,4,ΠΑΞΙΜΑΔΙΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,201,ΑΡΤΟΣΚΕΥΑΣΜΑΤΑ,5,ΣΝΑΚΣ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,201,ΑΡΤΟΣΚΕΥΑΣΜΑΤΑ,6,ΚΡΟΥΤΟΝ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,202,ΨΩΜΙ ΣΠΕΣΙΑΛ ΣΥΣΚΕΥΑΣΜΕΝΑ,1,ΜΑΚΡΑΣ ΔΙΑΡΚΕΙΑΣ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,202,ΨΩΜΙ ΣΠΕΣΙΑΛ ΣΥΣΚΕΥΑΣΜΕΝΑ,2,ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΔΙΑΡΚΕΙΑΣ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,1,ΜΕ ΕΠΙΚΑΛΥΨΗ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,2,ΓΚΟΦΡΕΤΤΕΣ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,3,ΣΥΝΟΔΕΥΤΙΚΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,4,ΠΑΙΔΙΚΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,5,ΜΠΙΣΚΟΤΑ ΑΠΛΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,6,ΓΕΜΙΣΤΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,7,COOKIES ΚΛΑΣΣΙΚΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,8,ΠΟΙΚΙΛΙΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,9,COOKIES ΜΑΛΑΚΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,10,ΚΟΥΛΟΥΡΑΚΙΑ ΠΑΡΑΔΟΣΙΑΚΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,203,ΜΠΙΣΚΟΤΑ ΓΛΥΚΑ,11,ΓΛΥΚΙΣΜΑΤΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,204,ΕΡΓΑΣΤΗΡΙΑΚΗ ΖΑΧΑΡΟΠ/ΤΙΚΗ,1,ΖΑΧΑΡΟΠΛΑΣΤ ΜΑΚΡΑΣ ΔΙΑΡΚ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,204,ΕΡΓΑΣΤΗΡΙΑΚΗ ΖΑΧΑΡΟΠ/ΤΙΚΗ,2,ΓΛΥΚΕΣ ΖΥΜΕΣ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,205,ΠΡΟΙΟΝ ΑΠΕΡΙΤΙΦ(ΞΗΡ ΚΑΡΠ),1,ΣΥΝΟΔΕΥΤΙΚΑ ΑΠΕΡΙΤΙΦ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,205,ΠΡΟΙΟΝ ΑΠΕΡΙΤΙΦ(ΞΗΡ ΚΑΡΠ),2,ΞΗΡΟΙ ΚΑΡΠΟΙ& ΑΝΑΜΙΚΤΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,205,ΠΡΟΙΟΝ ΑΠΕΡΙΤΙΦ(ΞΗΡ ΚΑΡΠ),3,ΔΙΑΦΟΡΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,206,ΚΑΦΕΣ ΚΑΒΟΥΡΔΙΣΜΕΝΟΣ,1,ΚΑΦΕΣ ΦΙΛΤΡΟΥ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,206,ΚΑΦΕΣ ΚΑΒΟΥΡΔΙΣΜΕΝΟΣ,2,ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,206,ΚΑΦΕΣ ΚΑΒΟΥΡΔΙΣΜΕΝΟΣ,3,ΦΙΛΤΡΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,207,ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ,1,ΚΑΦΕΣ ΣΤΙΓΜΙΑΙΟΣ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,207,ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ,2,ΚΑΦΕ ΑΝΑΜΙΚΤΟΣ ΣΤΙΓΜΙΑΙΟΣ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,207,ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ,3,ΥΠΟΚΑΤΑΣΤΑΤ ΚΑΦΕ(ΦΥΤΙΚΟΣ)
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,208,ΚΑΚΑΟ - ΡΟΦΗΜΑΤΑ,1,ΣΤΙΓΜΙΑΙΑ ΡΟΦΗΜΑΤΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,208,ΚΑΚΑΟ - ΡΟΦΗΜΑΤΑ,2,ΣΟΚΟΛΑΤΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,208,ΚΑΚΑΟ - ΡΟΦΗΜΑΤΑ,3,ΚΑΘΑΡΟ ΚΑΚΑΟ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,209,ΔΗΜΗΤΡΙΑΚΑ,1,ΠΑΙΔΙΚΑ
10,14,ΠΑΝΤΟΠΩΛΕΙΟ ΤΡΟΦΙΜΑ,209,ΔΗΜΗΤΡΙΑΚΑ,2,ΟΙΚΟΓΕΝΕΙΑΚΑ
