CategoryA,CategoryB,CategoryBDescription,CategoryC,CategoryCDescription,CategoryD,CategoryDDescription
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,183,ΦΡΕΣΚΑ ΛΑΧΑΝΙΚΑ,5,ΤΟΜΑΤΕΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,183,ΦΡΕΣΚΑ ΛΑΧΑΝΙΚΑ,6,ΑΓΓΟΥΡΙΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,183,ΦΡΕΣΚΑ ΛΑΧΑΝΙΚΑ,7,ΚΑΡΟΤΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,183,ΦΡΕΣΚΑ ΛΑΧΑΝΙΚΑ,8,ΠΙΠΕΡΙΕΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,183,ΦΡΕΣΚΑ ΛΑΧΑΝΙΚΑ,9,ΑΛΛΑ ΚΗΠΕΥΤΙΚΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,183,ΦΡΕΣΚΑ ΛΑΧΑΝΙΚΑ,10,ΠΑΤΑΤΕΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,183,ΦΡΕΣΚΑ ΛΑΧΑΝΙΚΑ,11,ΚΡΕΜΜΥΔΙΑ - ΣΚΟΡΔΑ ΞΕΡΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,183,ΦΡΕΣΚΑ ΛΑΧΑΝΙΚΑ,12,ΜΑΝΙΤΑΡΙΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,183,ΦΡΕΣΚΑ ΛΑΧΑΝΙΚΑ,13,ΒΙΟΛΟΓΙΚΑ ΛΑΧΑΝΙΚΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,184,ΞΕΡΑ ΛΑΧΑΝΙΚΑ,1,ΦΑΚΕΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,184,ΞΕΡΑ ΛΑΧΑΝΙΚΑ,2,ΦΑΣΟΛΙΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,184,ΞΕΡΑ ΛΑΧΑΝΙΚΑ,3,ΟΣΠΡΙΑ ΔΙΑΦΟΡΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,184,ΞΕΡΑ ΛΑΧΑΝΙΚΑ,4,ΡΥΖΙΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,185,4η ΓΚΑΜΑ,1,ΣΑΛΑΤΕΣ ΕΤΟΙΜΕΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,186,5η ΓΚΑΜΑ,1,ΠΡΟΒΡΑΣΜΕΝΑ ΛΑΧΑΝΙΚΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,186,5η ΓΚΑΜΑ,2,ΣΑΛΙΓΚΑΡΙΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,187,ΕΛΙΕΣ,1,ΜΑΥΡΕΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,187,ΕΛΙΕΣ,2,ΠΡΑΣΙΝΕΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,187,ΕΛΙΕΣ,3,ΓΕΜΙΣΤΕΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,188,ΚΑΦΕΣ,1,ΕΛΛΗΝΙΚΟΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,188,ΚΑΦΕΣ,2,ΦΙΛΤΡΟΥ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,188,ΚΑΦΕΣ,3,ΣΤΙΓΜΙΑΙΟΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,188,ΚΑΦΕΣ,4,ΣΠΕΣΙΑΛΙΤΕ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,189,ΚΑΡΑΜΕΛΛΕΣ,1,ΚΑΡΑΜΕΛΛΕΣ ΤΥΛΙΧΤΕΣ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,189,ΚΑΡΑΜΕΛΛΕΣ,2,ΖΕΛΙΝΙΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,190,ΚΟΜΜΕΝΑ ΛΟΥΛΟΥΔΙΑ,1,ΛΟΥΛΟΥΔΙΑ ΣΕ ΤΕΜΑΧΙΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,190,ΚΟΜΜΕΝΑ ΛΟΥΛΟΥΔΙΑ,2,ΛΟΥΛΟΥΔΙΑ ΣΕ ΜΠΟΥΚΕΤΟ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,190,ΚΟΜΜΕΝΑ ΛΟΥΛΟΥΔΙΑ,3,ΣΥΝΘΕΤΑ ΜΠΟΥΚΕΤΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,191,ΜΠΑΧΑΡΙΚΑ ΧΥΜΑ,1,ΞΕΡΑ ΧΟΡΤΑΡΙΚΑ (ΜΥΡΩΔΙΚΑ)
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,191,ΜΠΑΧΑΡΙΚΑ ΧΥΜΑ,2,ΜΠΑΧΑΡΙΚΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,192,ΕΠΕΞΕΡΓΑΣΜΕΝΑ ΦΡΟΥΤΑ,1,ΧΥΜΟΙ ΦΡΟΥΤΩΝ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,192,ΕΠΕΞΕΡΓΑΣΜΕΝΑ ΦΡΟΥΤΑ,2,ΦΡΟΥΤΟΣΑΛΑΤΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,193,ΤΟΥΡΣΙΑ ΦΡΟΥΤΑ/ΛΑΧΑΝΙΚΑ,1,ΤΟΥΡΣΙΑ ΦΡΟΥΤΑ ΛΑΧΑΝΙΚΑ
20,56,ΦΡΟΥΤΑ & ΛΑΧΑΝΙΚΑ,292,ΥΛΙΚΑ ΣΥΣΚΕΥΑΣ ΦΡΟΥΤΟΛΑΧΑ,1,ΥΛΙΚΑ ΣΥΣΚΕΥΑΣ ΦΡΟΥΤΟΛΑΧΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,1,ΣΠΑΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,2,ΕΛΗΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,3,ΣΤΗΘΟΣ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,4,ΠΟΝΤΙΚΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,5,ΟΥΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,6,ΝΟΥΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,7,ΣΤΡΟΓΓΥΛΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,8,ΚΙΛΟΤΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,9,ΤΡΑΝΣ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,10,ΣΠΑΛΟΜΠΡΙΖΟΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,11,ΚΟΝΤΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,12,ΦΙΛΕΤΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,13,ΛΑΠΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,14,ΚΙΜΑΣ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,15,ΣΝΙΤΣΕΛ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,16,ΔΙΑΦΟΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,131,ΜΟΣΧΑΡΙ,17,ΜΟΣΧΑΡΙ ΠΟΚ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,132,ΜΟΣΧΑΡΙ ΓΑΛΑΚΤΟΣ,1,ΟΥΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,132,ΜΟΣΧΑΡΙ ΓΑΛΑΚΤΟΣ,2,ΚΟΝΤΡΑ ΦΙΛΕΤΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,132,ΜΟΣΧΑΡΙ ΓΑΛΑΚΤΟΣ,3,ΣΠΑΛΑ ΕΛΙΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,132,ΜΟΣΧΑΡΙ ΓΑΛΑΚΤΟΣ,4,ΔΙΑΦΟΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,132,ΜΟΣΧΑΡΙ ΓΑΛΑΚΤΟΣ,8,ΠΟΝΤΙΚΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,132,ΜΟΣΧΑΡΙ ΓΑΛΑΚΤΟΣ,9,ΣΠΑΛΟΜΠΡΙΖΟΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,132,ΜΟΣΧΑΡΙ ΓΑΛΑΚΤΟΣ,10,ΦΙΛΕΤΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,132,ΜΟΣΧΑΡΙ ΓΑΛΑΚΤΟΣ,11,ΝΟΥΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,133,ΑΡΝΙ,1,ΟΛΟΚΛΗΡΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,133,ΑΡΝΙ,2,ΣΠΑΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,133,ΑΡΝΙ,3,ΠΑΙΔΑΚΙΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,133,ΑΡΝΙ,4,ΜΠΟΥΤΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,133,ΑΡΝΙ,5,ΚΕΦΑΛΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,133,ΑΡΝΙ,6,ΔΙΑΦΟΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,134,ΖΙΓΟΥΡΙ - ΠΡΟΒΑΤΟ,1,ΟΛΟΚΛΗΡΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,134,ΖΙΓΟΥΡΙ - ΠΡΟΒΑΤΟ,2,ΣΠΑΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,134,ΖΙΓΟΥΡΙ - ΠΡΟΒΑΤΟ,3,ΠΑΙΔΑΚΙΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,134,ΖΙΓΟΥΡΙ - ΠΡΟΒΑΤΟ,4,ΜΠΟΥΤΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,134,ΖΙΓΟΥΡΙ - ΠΡΟΒΑΤΟ,5,ΔΙΑΦΟΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,1,ΜΠΡΙΖΟΛΑ ΜΕ ΛΑΙΜΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,2,ΜΠΡΙΖΟΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,3,ΛΑΙΜΟΣ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,4,ΠΑΝΣΕΤΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,5,ΣΠΑΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,6,ΜΠΟΥΤΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,7,ΨΑΡΟΝΕΦΡΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,8,ΣΝΙΤΣΕΛ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,9,ΜΙΣΑΔΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,10,ΧΟΙΡΙΔΙΟ ΓΑΛΑΚΤΟΣ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,11,ΔΙΑΦΟΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,135,ΧΟΙΡΙΝΟ,12,ΧΟΙΡΙΝΟ ΠΟΚ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,136,ΠΟΥΛΕΡΙΚΑ,1,ΚΟΤΟΠΟΥΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,136,ΠΟΥΛΕΡΙΚΑ,2,ΓΑΛΟΠΟΥΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,136,ΠΟΥΛΕΡΙΚΑ,3,ΚΟΚΚΟΡΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,136,ΠΟΥΛΕΡΙΚΑ,4,ΔΙΑΦΟΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,136,ΠΟΥΛΕΡΙΚΑ,5,ΚΟΤΟΠΟΥΛΟ ΠΟΚ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,137,ΚΑΤΣΙΚΙ -ΓΙΔΑ,1,ΟΛΟΚΛΗΡΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,137,ΚΑΤΣΙΚΙ -ΓΙΔΑ,2,ΣΠΑΛΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,138,ΔΙΑΦΟΡΑ ΚΡΕΑΤΑ - ΚΥΝΗΓΙ,1,ΚΟΥΝΕΛΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,138,ΔΙΑΦΟΡΑ ΚΡΕΑΤΑ - ΚΥΝΗΓΙ,2,ΛΑΓΟΣ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,138,ΔΙΑΦΟΡΑ ΚΡΕΑΤΑ - ΚΥΝΗΓΙ,3,ΚΥΝΗΓΙ ΜΕ ΦΤΕΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,138,ΔΙΑΦΟΡΑ ΚΡΕΑΤΑ - ΚΥΝΗΓΙ,4,ΚΥΝΗΓΙ ΜΕ ΤΡΙΧΩΜΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,138,ΔΙΑΦΟΡΑ ΚΡΕΑΤΑ - ΚΥΝΗΓΙ,5,ΔΙΑΦΟΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,138,ΔΙΑΦΟΡΑ ΚΡΕΑΤΑ - ΚΥΝΗΓΙ,6,ΚΥΝΗΓΙ ΧΩΡΙΣ ΦΤΕΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,139,ΚΑΤΕΡΓΑΣΜΕΝΑ ΠΡΟΙΟΝΤΑ,1,ΛΟΥΚΑΝΙΚΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,139,ΚΑΤΕΡΓΑΣΜΕΝΑ ΠΡΟΙΟΝΤΑ,2,ΠΑΡΑΔΟΣΙΑΚΑ ΠΡΟΙΟΝΤΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,139,ΚΑΤΕΡΓΑΣΜΕΝΑ ΠΡΟΙΟΝΤΑ,3,ΣΟΥΒΛΑΚΙΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,139,ΚΑΤΕΡΓΑΣΜΕΝΑ ΠΡΟΙΟΝΤΑ,4,ΠΑΝΕ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,139,ΚΑΤΕΡΓΑΣΜΕΝΑ ΠΡΟΙΟΝΤΑ,5,ΠΟΠΙΕΤΕΣ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,139,ΚΑΤΕΡΓΑΣΜΕΝΑ ΠΡΟΙΟΝΤΑ,6,ΡΟΛΛΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,140,ΕΝΤΟΣΘΙΑ ΥΠΟΠΡΟΙΟΝΤΑ,1,ΜΟΣΧΑΡΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,140,ΕΝΤΟΣΘΙΑ ΥΠΟΠΡΟΙΟΝΤΑ,2,ΧΟΙΡΙΝΟ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,140,ΕΝΤΟΣΘΙΑ ΥΠΟΠΡΟΙΟΝΤΑ,3,ΑΡΝΙ - ΚΑΤΣΙΚΙ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,140,ΕΝΤΟΣΘΙΑ ΥΠΟΠΡΟΙΟΝΤΑ,4,ΠΟΥΛΕΡΙΚΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,140,ΕΝΤΟΣΘΙΑ ΥΠΟΠΡΟΙΟΝΤΑ,5,ΔΙΑΦΟΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,140,ΕΝΤΟΣΘΙΑ ΥΠΟΠΡΟΙΟΝΤΑ,6,ΑΡΝΙ ΚΤΨ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,140,ΕΝΤΟΣΘΙΑ ΥΠΟΠΡΟΙΟΝΤΑ,7,ΜΟΣΧΑΡΙ ΓΑΛΑΚΤΟΣ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,141,ΚΡΕΑΣ ΓΙΑ ΖΩΑ,1,ΔΙΑΦΟΡΑ
20,57,ΠΑΡΑΔΟΣΙΑΚΟ ΚΡΕΟΠΩΛΕΙΟ,298,ΥΛΙΚΑ ΣΥΣΚΕΥΑΣΙΑΣ,1,ΥΛΙΚΑ ΣΥΣΚΕΥΑΣΙΑΣ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,1,ΓΙΑΟΥΡΤΙ,1,ΓΙΑΟΥΡΤΙ ΜΕ ΦΡΟΥΤΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,1,ΓΙΑΟΥΡΤΙ,2,ΛΕΥΚΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,1,ΓΙΑΟΥΡΤΙ,3,ΜΕ ΠΡΟΣΜΙΞΕΙΣ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,1,ΓΙΑΟΥΡΤΙ,4,ΥΓΙΕΙΝΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,2,ΕΠΙΔΟΡΠΙΑ,1,ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,2,ΕΠΙΔΟΡΠΙΑ,2,ΕΠΙΔΟΡΠΙΑ ΓΛΥΚΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,2,ΕΠΙΔΟΡΠΙΑ,3,ΖΕΛΕ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,2,ΕΠΙΔΟΡΠΙΑ,4,ΚΟΜΠΟΣΤΕΣ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,2,ΕΠΙΔΟΡΠΙΑ,5,ΚΡΕΜΑ ΚΑΡΑΜΕΛΕ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,2,ΕΠΙΔΟΡΠΙΑ,6,ΚΡΕΜΕΣ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,2,ΕΠΙΔΟΡΠΙΑ,7,ΜΟΥΣ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,2,ΕΠΙΔΟΡΠΙΑ,8,ΠΑΡΑΔΟΣΙΑΚΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,2,ΕΠΙΔΟΡΠΙΑ,9,ΠΟΣΙΜΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,3,ΠΑΙΔΙΚΑ ΠΡΟΙΟΝΤΑ,1,ΒΡΕΦΙΚΑ ΓΙΑΟΥΡΤΙΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,3,ΠΑΙΔΙΚΑ ΠΡΟΙΟΝΤΑ,2,ΠΑΙΔΙΚΑ ΕΠΙΔΟΡΠΙΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,3,ΠΑΙΔΙΚΑ ΠΡΟΙΟΝΤΑ,3,ΠΑΙΔΙΚΑ ΓΙΑΟΥΡΤΙΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,4,ΓΙΑΟΥΡΤΙΑ ΜΕ ΤΥΡΙ,1,ΚΡΕΜΩΔ ΜΕ ΓΕΥΣΕΙΣ ΦΡΟΥΤΩΝ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,4,ΓΙΑΟΥΡΤΙΑ ΜΕ ΤΥΡΙ,2,ΚΡΕΜΩΔΗ ΦΥΣΙΚΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,4,ΓΙΑΟΥΡΤΙΑ ΜΕ ΤΥΡΙ,3,ΣΠΕΣΙΑΛΙΤΕ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,5,ΦΡΕΣΚΕΣ ΚΡΕΜΕΣ ΓΑΛΑΚΤΟΣ,1,ΠΡΟΙΟΝΤΑ ΑΠΟ ΚΡΕΜΑ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,5,ΦΡΕΣΚΕΣ ΚΡΕΜΕΣ ΓΑΛΑΚΤΟΣ,2,ΣΤΕΡΕΕΣ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,5,ΦΡΕΣΚΕΣ ΚΡΕΜΕΣ ΓΑΛΑΚΤΟΣ,3,ΥΓΡΕΣ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,6,"ΧΥΜΟΙ,ΝΕΚΤΑΡ ΑΠΟ ΦΡ ΦΡΟΥΤ",2,ΤΣΑΙ
30,21,ΦΡΕΣΚΑ ΠΕΡΙΟΡΙΣΜ ΔΙΑΡΚΕΙΑ,6,"ΧΥΜΟΙ,ΝΕΚΤΑΡ ΑΠΟ ΦΡ ΦΡΟΥΤ",3,ΦΡΟΥΤΟΠΟΤΑ
